PostholeID,PithouseID,Original_ID,Added_ID,Adapted_ID,Diameter,Major,Minor,Depth,Scale1m,D_Measure,D_Scaled,FlrLvlDep,FlrLvlDepScale,PostType,D_Ref,Notes
PH259-1011-1-1003,P259-1011-1,P3,,P3,,,,1.03,1.66,0.24,0.1445783133,,0,p,15,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH259-1011-1-1004,P259-1011-1,P4,,P4,,,,0.73,1.66,0.33,0.1987951807,,0,p,15,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH263-1001-1-1001,P263-1001-1,P1,,P1,,,,0.58,1.65,0.36,0.2181818182,,0,p,4,
PH263-1001-1-1002,P263-1001-1,P2,,P2,,,,0.62,1.65,0.32,0.1939393939,,0,p,4,
PH263-1001-1-1003,P263-1001-1,P3,,P3,,,,0.52,1.65,0.38,0.2303030303,,0,p,4,
PH263-1001-1-1004,P263-1001-1,P4,,P4,,,,0.78,1.65,0.41,0.2484848485,,0,p,4,
PH263-1001-1-1005,P263-1001-1,P5,,P5,,,,0.71,1.65,0.32,0.1939393939,,0,p,4,
PH263-1002-1-1001,P263-1002-1,P1,,P1,,,,0.7,1.65,0.25,0.1515151515,,0,p,5,P1 directly adjacent to wall.
PH263-1002-1-1002,P263-1002-1,P2,,P2,,,,0.89,1.65,0.23,0.1393939394,,0,p,5,
PH263-1002-1-1003,P263-1002-1,P3,,P3,,,,0.83,1.65,0.15,0.09090909091,,0,p,5,
PH263-1002-1-1004,P263-1002-1,P4,,P4,,,,0.87,1.65,0.29,0.1757575758,,0,p,5,
PH264-1063-1-1001,P264-1063-1,,P1,P1,,,,,1.65,0.28,0.1696969697,,0,p,23,Pits not individually identified. I numbered pits from P1 to P4 going clockwise starting from the posthole in the NW corner of the pithouse. Depths not given.
PH264-1063-1-1002,P264-1063-1,,P2,P2,,,,,1.65,0.22,0.1333333333,,0,p,23,Pits not individually identified. I numbered pits from P1 to P4 going clockwise starting from the posthole in the NW corner of the pithouse. Depths not given.
PH264-1063-1-1003,P264-1063-1,,P3,P3,,,,,1.65,0.23,0.1393939394,,0,p,23,Pits not individually identified. I numbered pits from P1 to P4 going clockwise starting from the posthole in the NW corner of the pithouse. Depths not given.
PH264-1063-1-1004,P264-1063-1,,P4,P4,,,,,1.65,0.25,0.1515151515,,0,p,23,Pits not individually identified. I numbered pits from P1 to P4 going clockwise starting from the posthole in the NW corner of the pithouse. Depths not given.
PH265-1001-1-1001,P265-1001-1,P1,,P1,,,,,1.62,0.22,0.1358024691,,0,p,3,"Pits not specifically identified as main posts, but there are only 4 in the dwelling and they are in locations consistent with a 4 post dwelling. Depths not given and appropriate profiles not provided."
PH265-1001-1-1002,P265-1001-1,P2,,P2,,,,,1.62,0.24,0.1481481481,,0,p,3,"Pits not specifically identified as main posts, but there are only 4 in the dwelling and they are in locations consistent with a 4 post dwelling. Depths not given and appropriate profiles not provided."
PH265-1001-1-1003,P265-1001-1,P3,,P3,,,,,1.62,0.23,0.1419753086,,0,p,3,"Pits not specifically identified as main posts, but there are only 4 in the dwelling and they are in locations consistent with a 4 post dwelling. Depths not given and appropriate profiles not provided."
PH265-1001-1-1004,P265-1001-1,P4,,P4,,,,,1.62,0.2,0.1234567901,,0,p,3,"Pits not specifically identified as main posts, but there are only 4 in the dwelling and they are in locations consistent with a 4 post dwelling. Depths not given and appropriate profiles not provided."
PH265-1004-1-1001,P265-1004-1,P1,,P1,,,,0.35,1.63,0.43,0.263803681,,0,p,7,Postholes not identified as main postholes in report. I chose these as the likeliest based on location and depth.
PH265-1004-1-1002,P265-1004-1,P2,,P2,,,,0.35,1.63,0.26,0.1595092025,,0,p,7,Postholes not identified as main postholes in report. I chose these as the likeliest based on location and depth.
PH265-1004-1-1003,P265-1004-1,P3,,P3,,,,0.48,1.63,0.33,0.2024539877,,0,p,7,Postholes not identified as main postholes in report. I chose these as the likeliest based on location and depth.
PH265-1004-1-1004,P265-1004-1,P4,,P4,,,,0.5,1.63,0.24,0.1472392638,,0,p,7,Postholes not identified as main postholes in report. I chose these as the likeliest based on location and depth.
PH266-1001-1-1001,P266-1001-1,P1,,P1,,,,0.55,1.65,0.18,0.1090909091,,0,p,15,
PH266-1001-1-1002,P266-1001-1,P2,,P2,,,,0.52,1.65,0.23,0.1393939394,,0,p,15,
PH266-1001-1-1003,P266-1001-1,P3,,P3,,,,0.65,1.65,0.27,0.1636363636,,0,p,15,
PH266-1001-1-1004,P266-1001-1,P4,,P4,,,,0.57,1.65,0.25,0.1515151515,,0,p,15,
PH266-1001-1-1005,P266-1001-1,P5,,P5,,,,0.29,1.65,0.22,0.1333333333,,0,p,15,
PH266-1001-1-1006,P266-1001-1,P6,,P6,,,,0.69,1.65,0.2,0.1212121212,,0,p,15,
PH266-1001-2-1001,P266-1001-2,P1,,P1,,,,0.65,1.65,0.34,0.2060606061,,0,p,15,
PH266-1001-2-1002,P266-1001-2,P2,,P2,,,,0.77,1.65,0.28,0.1696969697,,0,p,15,
PH266-1001-2-1003,P266-1001-2,P3,,P3,,,,0.45,1.65,0.29,0.1757575758,,0,p,15,
PH266-1001-2-1004,P266-1001-2,P4,,P4,,,,0.83,1.65,0.22,0.1333333333,,0,p,15,Overlapping postholes with depth of 0.77 and 0.83.
PH266-1001-2-1005,P266-1001-2,P5,,P5,,,,0.83,1.65,0.28,0.1696969697,,0,p,15,"Overlapping postholes, innermost posthole measured."
PH266-1001-2-1006,P266-1001-2,P6,,P6,,,,0.89,1.65,0.26,0.1575757576,,0,p,15,
PH266-1001-2-1007,P266-1001-2,P7,,P7,,,,0.49,1.65,0.21,0.1272727273,,0,p,15,
PH266-1001-2-1008,P266-1001-2,P8,,P8,,,,0.49,1.65,0.18,0.1090909091,,0,p,15,
PH266-1001-2-1009,P266-1001-2,P9,,P9,,,,0.59,1.65,0.27,0.1636363636,,0,p,15,Overlapping postholes with depths of 0.52 and 0.59. 
PH266-1004-1-1001,P266-1004-1,P1,,P1,,,,0.68,1.65,0.23,0.1393939394,,0,p,41,
PH266-1004-1-1002,P266-1004-1,P2,,P2,,,,0.7,1.65,0.23,0.1393939394,,0,p,41,
PH266-1004-1-1003,P266-1004-1,P3,,P3,,,,0.65,1.65,0.25,0.1515151515,,0,p,41,
PH266-1004-1-1004,P266-1004-1,P4,,P4,,,,0.63,1.65,0.19,0.1151515152,,0,p,41,"Two postholes in same general location, postholes closest to P4 label measured."
PH266-1004-1-1005,P266-1004-1,P5,,P5,,,,0.64,1.65,0.26,0.1575757576,,0,p,41,
PH266-1005-1-1001,P266-1005-1,P1,,P1,,,,0.78,1.65,0.26,0.1575757576,,0,p,49,
PH266-1005-1-1002,P266-1005-1,P2,,P2,,,,0.6,1.65,0.24,0.1454545455,,0,p,49,
PH266-1005-1-1003,P266-1005-1,P3,,P3,,,,0.75,1.65,0.28,0.1696969697,,0,p,49,
PH266-1005-1-1004,P266-1005-1,P4,,P4,,,,0.79,1.65,0.3,0.1818181818,,0,p,49,
PH266-1007-1-1001,P266-1007-1,P1,,P1,,,,0.64,1.65,0.36,0.2181818182,,0,p,60,
PH266-1007-1-1002,P266-1007-1,P2,,P2,,,,0.79,1.65,0.48,0.2909090909,,0,p,60,
PH266-1007-1-1003,P266-1007-1,P3,,P3,,,,0.84,1.65,0.4,0.2424242424,,0,p,60,Overlapping postholes with depths of 0.42 and 0.84
PH266-1007-1-1004,P266-1007-1,P4,,P4,,,,0.87,1.65,0.34,0.2060606061,,0,p,60,
PH266-1007-1-1005,P266-1007-1,P5,,P5,,,,0.8,1.65,0.25,0.1515151515,,0,p,60,"Two postholes in same general location, postholes closest to P5 label measured."
PH266-1007-1-1006,P266-1007-1,P6,,P6,,,,0.75,1.65,0.28,0.1696969697,,0,p,60,Ovelapping postholes. Innermost posthole measured.
PH266-1007-1-1007,P266-1007-1,P7,,P7,,,,0.82,1.65,0.56,0.3393939394,,0,p,60,
PH266-1007-1-1008,P266-1007-1,P8,,P8,,,,0.95,1.65,0.67,0.4060606061,,0,p,60,
PH266-1007-1-1009,P266-1007-1,P9,,P9,,,,0.82,1.65,0.46,0.2787878788,,0,p,60,
PH266-1008-1-1001,P266-1008-1,P1,,P1,,,,0.6,1.65,0.25,0.1515151515,,0,p,69,
PH266-1008-1-1002,P266-1008-1,P2,,P2,,,,0.66,1.65,0.22,0.1333333333,,0,p,69,
PH266-1008-1-1003,P266-1008-1,P3,,P3,,,,0.65,1.65,0.27,0.1636363636,,0,p,69,
PH266-1008-1-1004,P266-1008-1,P4,,P4,,,,0.62,1.65,0.26,0.1575757576,,0,p,69,
PH266-1013-1-1001,P266-1013-1,P1,,P1,,,,0.66,1.66,0.31,0.186746988,,0,p,78,
PH266-1013-1-1002,P266-1013-1,P2,,P2,,,,0.59,1.66,0.25,0.1506024096,,0,p,78,Two postholes in same area with depths of 0.19 and 0.59.
PH266-1013-1-1003,P266-1013-1,P3,,P3,,,,0.69,1.66,0.34,0.2048192771,,0,p,78,
PH266-1013-1-1004,P266-1013-1,P4,,P4,,,,0.67,1.66,0.29,0.1746987952,,0,p,78,
PH266-1013-1-1005,P266-1013-1,P5,,P5,,,,0.64,1.66,0.27,0.1626506024,,0,p,78,
PH266-1013-1-1006,P266-1013-1,P6,,P6,,,,0.64,1.66,0.25,0.1506024096,,0,p,78,
PH266-1015-1-1001,P266-1015-1,P1,,P1,,,,0.48,1.66,0.18,0.1084337349,,0,p,84,
PH266-1015-1-1002,P266-1015-1,P2,,P2,,,,0.66,1.66,0.26,0.156626506,,0,p,84,
PH266-1015-1-1003,P266-1015-1,P3,,P3,,,,0.44,1.66,0.16,0.09638554217,,0,p,84,
PH266-1015-1-1004,P266-1015-1,P4,,P4,,,,0.56,1.66,0.23,0.1385542169,,0,p,84,
PH266-1015-1-1005,P266-1015-1,P5,,P5,,,,0.64,1.66,0.28,0.1686746988,,0,p,84,Two postholes in the same area with depths of 0.64 and 0.42
PH266-1018-1-1001,P266-1018-1,P1,,P1,,,,0.58,1.65,0.28,0.1696969697,,0,p,98,
PH266-1018-1-1002,P266-1018-1,P2,,P2,,,,0.53,1.65,0.25,0.1515151515,,0,p,98,
PH266-1018-1-1003,P266-1018-1,P3,,P3,,,,0.51,1.65,0.26,0.1575757576,,0,p,98,
PH266-1018-1-1004,P266-1018-1,P4,,P4,,,,0.55,1.65,0.29,0.1757575758,,0,p,98,
PH266-1018-1-1005,P266-1018-1,P5,,P5,,,,0.66,1.65,0.3,0.1818181818,,0,p,98,
PH266-1026-1-1001,P266-1026-1,P1,,P1,,,,1.04,1.65,0.41,0.2484848485,,0,p,111,Two postholes in same area with depths of 1.04 and .79. 
PH266-1026-1-1002,P266-1026-1,P2,,P2,,,,0.86,1.65,0.45,0.5212121212,,0,p,111,
PH266-1026-1-1003,P266-1026-1,P3,,P3,,,,0.94,1.65,0.45,0.5696969697,,0,p,111,Two postholes in same area with depths of .0.94 and 0.71. 
PH266-1026-1-1004,P266-1026-1,P4,,P4,,,,1.1,1.65,0.35,0.6666666667,,0,p,111,
PH266-1026-1-1005,P266-1026-1,P5,,P5,,,,0.85,1.65,0.32,0.5151515152,,0,p,111,
PH266-1026-1-1006,P266-1026-1,P6,,P6,,,,0.91,1.65,0.5,0.5515151515,,0,p,111,
PH266-1028-1-1001,P266-1028-1,P1,,P1,,,,0.67,1.64,0.32,0.4085365854,,0,p,124,
PH266-1028-1-1002,P266-1028-1,P2,,P2,,,,0.66,1.64,0.35,0.4024390244,,0,p,124,
PH266-1028-1-1003,P266-1028-1,P3,,P3,,,,0.6,1.64,0.31,0.3658536585,,0,p,124,
PH266-1028-1-1004,P266-1028-1,P4,,P4,,,,0.68,1.64,0.33,0.4146341463,,0,p,124,Overlapping postholes with depths of 0.23 and 0.68.
PH266-1028-1-1005,P266-1028-1,P5,,P5,,,,0.69,1.64,0.38,0.4207317073,,0,p,124,
PH266-1028-1-1006,P266-1028-1,P6,,P6,,,,0.64,1.64,0.2,0.3902439024,,0,p,124,
PH266-1028-1-1007,P266-1028-1,P7,,P7,,,,0.58,1.64,0.29,0.3536585366,,0,p,124,
PH266-1028-1-1008,P266-1028-1,P8,,P8,,,,0.71,1.64,0.28,0.4329268293,,0,p,124,
PH266-1028-1-1009,P266-1028-1,P9,,P9,,,,0.7,1.64,0.35,0.4268292683,,0,p,124,
PH266-1029-1-1001,P266-1029-1,P1,,P1,,,,0.76,1.66,0.51,0.4578313253,,0,p,131,
PH266-1029-1-1002,P266-1029-1,P2,,P2,,,,0.72,1.66,0.35,0.4337349398,,0,p,131,
PH266-1029-1-1003,P266-1029-1,P3,,P3,,,,0.61,1.66,0.32,0.3674698795,,0,p,131,
PH266-1029-1-1004,P266-1029-1,P4,,P4,,,,0.7,1.66,0.38,0.421686747,,0,p,131,
PH267-1001-1-1001,P267-1001-1,P1,,P1,0.26,,,0.49,1.64,0.42,0.256097561,uk,#VALUE!,p,6,"Posthole depth measured from top of postholes instead of estimated floor height. This caused pits in areas of erosion to have shallower depths than the depth at time of construction. Estimated floor hight not given, so posthole depth data not used."
PH267-1001-1-1002,P267-1001-1,P2,,P2,0.25,,,0.52,1.64,0.39,0.237804878,uk,#VALUE!,p,6,"Posthole depth measured from top of postholes instead of estimated floor height. This caused pits in areas of erosion to have shallower depths than the depth at time of construction. Estimated floor hight not given, so posthole depth data not used."
PH267-1001-1-1003,P267-1001-1,P3,,P3,0.33,,,0.66,1.64,0.46,0.2804878049,uk,#VALUE!,p,6,"Posthole depth measured from top of postholes instead of estimated floor height. This caused pits in areas of erosion to have shallower depths than the depth at time of construction. Estimated floor hight not given, so posthole depth data not used."
PH267-1001-1-1004,P267-1001-1,P4,,P4,0.34,,,0.55,1.64,0.51,0.3109756098,uk,#VALUE!,p,6,"Posthole depth measured from top of postholes instead of estimated floor height. This caused pits in areas of erosion to have shallower depths than the depth at time of construction. Estimated floor hight not given, so posthole depth data not used."
PH268-1003-2-1001,P268-1003-2,P1,,P1,,,,0.806,1.64,0.84,0.512195122,,0,p,10,
PH268-1003-2-1002,P268-1003-2,P2,,P2,,,,0.73,1.64,0.37,0.2256097561,,0,p,10,
PH268-1003-2-1003,P268-1003-2,P3,,P3,,,,0.843,1.64,0.19,0.1158536585,,0,p,10,Innermost posthole measured.
PH268-1003-2-1004,P268-1003-2,P4,,P4,,,,0.862,1.64,0.19,0.1158536585,,0,p,10,Innermost posthole measured.
PH268-1003-2-1005,P268-1003-2,P5,,P5,,,,0.76,1.64,0.47,0.2865853659,,0,p,10,0.19
PH268-1003-2-1006,P268-1003-2,P6,,P6,,,,0.675,1.64,0.5,0.3048780488,,0,p,10,
PH269-1008-1-1001,P269-1008-1,P1,,P1,,,,0.44,1.66,0.44,0.265060241,,0,p,1,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1008-1-1002,P269-1008-1,P2,,P2,,,,0.63,1.66,0.34,0.2048192771,,0,p,1,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1008-1-1004,P269-1008-1,P4,,P4,,,,0.5,1.66,0.43,0.2590361446,,0,p,1,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1008-1-1007,P269-1008-1,P7,,P7,,,,0.48,1.66,0.43,0.2590361446,,0,p,1,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1008-2-1001,P269-1008-2,P1,,P1,,,,0.44,1.66,0.44,0.265060241,,0,p,1,"Report states 2nd phase was 5 post structure, but listed 6 postholes, P1, P3, P4, P5, P6, and P8. P6 cuts into P5, and would be part of a rebuild, even if from same phase, so P6 omitted. Scale bar set at 2 and 4m. 2m line measured and divided in half."
PH269-1008-2-1003,P269-1008-2,P3,,P3,,,,0.53,1.66,0.35,0.2108433735,,0,p,1,"Report states 2nd phase was 5 post structure, but listed 6 postholes, P1, P3, P4, P5, P6, and P8. P6 cuts into P5, and would be part of a rebuild, even if from same phase, so P6 omitted. Scale bar set at 2 and 4m. 2m line measured and divided in half."
PH269-1008-2-1004,P269-1008-2,P4,,P4,,,,0.5,1.66,0.43,0.2590361446,,0,p,1,"Report states 2nd phase was 5 post structure, but listed 6 postholes, P1, P3, P4, P5, P6, and P8. P6 cuts into P5, and would be part of a rebuild, even if from same phase, so P6 omitted. Scale bar set at 2 and 4m. 2m line measured and divided in half."
PH269-1008-2-1005,P269-1008-2,P5,,P5,,,,0.59,1.66,0.29,0.1746987952,,0,p,1,"Report states 2nd phase was 5 post structure, but listed 6 postholes, P1, P3, P4, P5, P6, and P8. P6 cuts into P5, and would be part of a rebuild, even if from same phase, so P6 omitted. Scale bar set at 2 and 4m. 2m line measured and divided in half."
PH269-1008-2-1008,P269-1008-2,P8,,P8,,,,0.6,1.66,0.51,0.3072289157,,0,p,1,"Report states 2nd phase was 5 post structure, but listed 6 postholes, P1, P3, P4, P5, P6, and P8. P6 cuts into P5, and would be part of a rebuild, even if from same phase, so P6 omitted. Scale bar set at 2 and 4m. 2m line measured and divided in half."
PH269-1008-3-1009,P269-1008-3,P9,,P9,,,,0.54,1.66,0.45,0.2710843373,,0,p,1,"Overlapping postholes, innermost measured. Report states 3rd phase was 5 post structure, but listed 7 postholes, P9 to P15. Posts don't overlap however and are in plausible locations, so all are kept. Scale bar set at 2 and 4m. 2m line measured and divided in half."
PH269-1008-3-1010,P269-1008-3,P10,,P10,,,,0.61,1.66,0.38,0.2289156627,,0,p,1,"Report states 3rd phase was 5 post structure, but listed 7 postholes, P9 to P15. Posts don't overlap however and are in plausible locations, so all are kept. Scale bar set at 2 and 4m. 2m line measured and divided in half."
PH269-1008-3-1011,P269-1008-3,P11,,P11,,,,0.65,1.66,0.48,0.2891566265,,0,p,1,"Report states 3rd phase was 5 post structure, but listed 7 postholes, P9 to P15. Posts don't overlap however and are in plausible locations, so all are kept. Scale bar set at 2 and 4m. 2m line measured and divided in half."
PH269-1008-3-1012,P269-1008-3,P12,,P12,,,,0.58,1.66,0.26,0.156626506,,0,p,1,"Overlapping postholes, innermost measured. Report states 3rd phase was 5 post structure, but listed 7 postholes, P9 to P15. Posts don't overlap however and are in plausible locations, so all are kept. Scale bar set at 2 and 4m. 2m line measured and divided in half."
PH269-1008-3-1013,P269-1008-3,P13,,P13,,,,0.79,1.66,0.2,0.1204819277,,0,p,1,"Report states 3rd phase was 5 post structure, but listed 7 postholes, P9 to P15. Posts don't overlap however and are in plausible locations, so all are kept. Scale bar set at 2 and 4m. 2m line measured and divided in half."
PH269-1008-3-1014,P269-1008-3,P14,,P14,,,,0.57,1.66,0.49,0.2951807229,,0,p,1,"Report states 3rd phase was 5 post structure, but listed 7 postholes, P9 to P15. Posts don't overlap however and are in plausible locations, so all are kept. Scale bar set at 2 and 4m. 2m line measured and divided in half."
PH269-1008-3-1015,P269-1008-3,P15,,P15,,,,0.54,1.66,0.37,0.2228915663,,0,p,1,"Report states 3rd phase was 5 post structure, but listed 7 postholes, P9 to P15. Posts don't overlap however and are in plausible locations, so all are kept. Scale bar set at 2 and 4m. 2m line measured and divided in half."
